id,possui_banco,qualidade,usar_dataset,observacao
7510,False,ruim,False,nuvem ou imagem inadequada
7511,False,ruim,False,nuvem ou imagem inadequada
7512,False,boa,True,sem banco
7513,False,ruim,False,nuvem ou imagem inadequada
7550,False,ruim,False,nuvem ou imagem inadequada
7551,False,boa,True,sem banco
7954,False,boa,True,sem banco
7955,False,boa,True,sem banco
7997,False,boa,True,sem banco
7998,False,ruim,False,nuvem ou imagem inadequada
7999,False,boa,True,sem banco
8400,True,boa,True,banco evidente
8401,True,boa,True,banco evidente
8444,False,boa,True,sem banco
8445,False,ruim,False,nuvem ou imagem inadequada
8846,False,ruim,False,nuvem ou imagem inadequada
8891,False,boa,True,sem banco
8892,False,boa,True,sem banco
8893,False,boa,True,sem banco
9291,False,boa,True,sem banco
9341,False,boa,True,sem banco
9342,False,ruim,False,nuvem ou imagem inadequada
9736,False,boa,True,sem banco
9788,False,ruim,False,nuvem ou imagem inadequada
10181,True,boa,True,banco evidente
10182,True,boa,True,banco evidente
10234,False,boa,True,sem banco
10235,True,boa,True,banco evidente
10626,True,boa,True,banco evidente
10681,False,boa,True,sem banco
11071,False,ruim,False,nuvem ou imagem inadequada
11072,False,boa,True,sem banco
11127,False,boa,True,sem banco
11128,False,boa,True,sem banco
11516,False,ruim,False,nuvem ou imagem inadequada
11517,False,boa,True,sem banco
11574,False,ruim,False,nuvem ou imagem inadequada
11575,False,boa,True,sem banco
11962,False,ruim,False,nuvem ou imagem inadequada
12022,False,ruim,False,nuvem ou imagem inadequada
12407,True,boa,True,banco evidente
12408,True,boa,True,banco evidente
12469,False,ruim,False,nuvem ou imagem inadequada
12470,True,boa,True,banco evidente
12471,False,ruim,False,nuvem ou imagem inadequada
12853,False,boa,True,sem banco
12854,False,boa,True,sem banco
12917,False,boa,True,sem banco
12918,False,boa,True,sem banco
13299,True,boa,True,banco evidente
13300,False,ruim,False,nuvem ou imagem inadequada
13363,False,ruim,False,nuvem ou imagem inadequada
13364,False,ruim,False,nuvem ou imagem inadequada
13365,False,ruim,False,nuvem ou imagem inadequada
13366,False,ruim,False,nuvem ou imagem inadequada
13745,False,boa,True,sem banco
13746,False,ruim,False,nuvem ou imagem inadequada
13811,False,ruim,False,nuvem ou imagem inadequada
13812,False,boa,True,sem banco
13813,False,ruim,False,nuvem ou imagem inadequada
13814,False,boa,True,sem banco
13815,False,boa,True,sem banco
13816,False,boa,True,sem banco
13818,False,boa,True,sem banco
13819,False,ruim,False,nuvem ou imagem inadequada
13820,False,boa,True,sem banco
13821,False,boa,True,sem banco
13822,False,ruim,False,nuvem ou imagem inadequada
13823,False,boa,True,sem banco
14191,False,ruim,False,nuvem ou imagem inadequada
14262,False,boa,True,sem banco
14269,False,boa,True,sem banco
14270,False,boa,True,sem banco
14637,False,boa,True,sem banco
14705,False,boa,True,sem banco
14716,False,boa,True,sem banco
15083,False,boa,True,sem banco
15160,False,ruim,False,nuvem ou imagem inadequada
15163,False,boa,True,sem banco
15529,False,ruim,False,nuvem ou imagem inadequada
15975,False,ruim,False,nuvem ou imagem inadequada
15978,False,boa,True,sem banco
16421,False,ruim,False,nuvem ou imagem inadequada
16422,False,boa,True,sem banco
16868,False,boa,True,sem banco
17313,False,ruim,False,nuvem ou imagem inadequada
17315,False,ruim,False,nuvem ou imagem inadequada
17759,False,ruim,False,nuvem ou imagem inadequada
17761,False,boa,True,sem banco
18204,False,boa,True,sem banco
18650,False,boa,True,sem banco
18652,False,boa,True,sem banco
19096,False,boa,True,sem banco
19097,False,boa,True,sem banco
19542,False,ruim,False,nuvem ou imagem inadequada
19543,False,ruim,False,nuvem ou imagem inadequada
19987,False,ruim,False,nuvem ou imagem inadequada
19988,False,ruim,False,nuvem ou imagem inadequada
20432,False,boa,True,sem banco
20433,False,ruim,False,nuvem ou imagem inadequada
20878,False,ruim,False,nuvem ou imagem inadequada
20879,False,ruim,False,nuvem ou imagem inadequada
21323,False,ruim,False,nuvem ou imagem inadequada
21324,False,boa,True,sem banco
21768,False,ruim,False,nuvem ou imagem inadequada
21769,False,ruim,False,nuvem ou imagem inadequada
22213,False,ruim,False,nuvem ou imagem inadequada
22214,False,ruim,False,nuvem ou imagem inadequada
22215,False,ruim,False,nuvem ou imagem inadequada
22659,False,ruim,False,nuvem ou imagem inadequada
22660,False,boa,True,sem banco
23104,False,ruim,False,nuvem ou imagem inadequada
23105,False,ruim,False,nuvem ou imagem inadequada
23550,False,boa,True,sem banco
23551,False,ruim,False,nuvem ou imagem inadequada
23995,False,boa,True,sem banco
23996,False,ruim,False,nuvem ou imagem inadequada
23997,False,ruim,False,nuvem ou imagem inadequada
24441,False,ruim,False,nuvem ou imagem inadequada
24442,False,ruim,False,nuvem ou imagem inadequada
24886,False,boa,True,sem banco
24887,False,ruim,False,nuvem ou imagem inadequada
25332,False,boa,True,sem banco
25333,False,ruim,False,nuvem ou imagem inadequada
25778,False,ruim,False,nuvem ou imagem inadequada
26223,False,ruim,False,nuvem ou imagem inadequada
26224,False,boa,True,sem banco
26669,False,boa,True,sem banco
26670,False,boa,True,sem banco
27115,False,ruim,False,nuvem ou imagem inadequada
27116,False,ruim,False,nuvem ou imagem inadequada
27561,False,ruim,False,nuvem ou imagem inadequada
27562,False,ruim,False,nuvem ou imagem inadequada
28008,False,ruim,False,nuvem ou imagem inadequada
28009,False,ruim,False,nuvem ou imagem inadequada
28454,False,boa,True,sem banco
28455,False,ruim,False,nuvem ou imagem inadequada
28899,False,ruim,False,nuvem ou imagem inadequada
28900,False,ruim,False,nuvem ou imagem inadequada
29344,False,ruim,False,nuvem ou imagem inadequada
29345,False,ruim,False,nuvem ou imagem inadequada
29788,False,boa,True,sem banco
29789,False,boa,True,sem banco
29790,False,boa,True,sem banco
30231,False,boa,True,sem banco
30232,False,boa,True,sem banco
30233,False,boa,True,sem banco
30234,False,boa,True,sem banco
30676,False,boa,True,sem banco
30677,False,ruim,False,nuvem ou imagem inadequada
30678,False,ruim,False,nuvem ou imagem inadequada
30679,False,boa,True,sem banco
31120,False,ruim,False,nuvem ou imagem inadequada
31121,False,ruim,False,nuvem ou imagem inadequada
31122,False,boa,True,sem banco
31124,False,boa,True,sem banco
31565,False,boa,True,sem banco
31566,False,ruim,False,nuvem ou imagem inadequada
31567,False,boa,True,sem banco
31568,False,boa,True,sem banco
32010,False,boa,True,sem banco
32011,False,ruim,False,nuvem ou imagem inadequada
32012,False,ruim,False,nuvem ou imagem inadequada
32013,False,boa,True,sem banco
32453,False,ruim,False,nuvem ou imagem inadequada
32454,False,ruim,False,nuvem ou imagem inadequada
32455,False,ruim,False,nuvem ou imagem inadequada
32456,False,ruim,False,nuvem ou imagem inadequada
32457,False,ruim,False,nuvem ou imagem inadequada
32884,False,ruim,False,nuvem ou imagem inadequada
32898,False,boa,True,sem banco
32899,False,ruim,False,nuvem ou imagem inadequada
32900,False,boa,True,sem banco
32901,False,boa,True,sem banco
32902,False,boa,True,sem banco
33328,False,ruim,False,nuvem ou imagem inadequada
33329,False,ruim,False,nuvem ou imagem inadequada
33330,False,ruim,False,nuvem ou imagem inadequada
33331,False,ruim,False,nuvem ou imagem inadequada
33332,False,ruim,False,nuvem ou imagem inadequada
33333,False,ruim,False,nuvem ou imagem inadequada
33343,False,ruim,False,nuvem ou imagem inadequada
33344,False,ruim,False,nuvem ou imagem inadequada
33345,False,boa,True,sem banco
33773,False,ruim,False,nuvem ou imagem inadequada
33774,False,ruim,False,nuvem ou imagem inadequada
33775,False,ruim,False,nuvem ou imagem inadequada
33776,False,ruim,False,nuvem ou imagem inadequada
33777,False,ruim,False,nuvem ou imagem inadequada
33778,False,boa,True,sem banco
33779,False,ruim,False,nuvem ou imagem inadequada
33780,False,ruim,False,nuvem ou imagem inadequada
33781,False,boa,True,sem banco
33785,False,ruim,False,nuvem ou imagem inadequada
33786,False,ruim,False,nuvem ou imagem inadequada
33787,False,boa,True,sem banco
33788,False,ruim,False,nuvem ou imagem inadequada
33789,False,ruim,False,nuvem ou imagem inadequada
33790,False,ruim,False,nuvem ou imagem inadequada
34218,False,boa,True,sem banco
34219,False,ruim,False,nuvem ou imagem inadequada
34220,False,ruim,False,nuvem ou imagem inadequada
34227,False,boa,True,sem banco
34228,False,boa,True,sem banco
34229,False,ruim,False,nuvem ou imagem inadequada
34230,False,ruim,False,nuvem ou imagem inadequada
34231,False,ruim,False,nuvem ou imagem inadequada
34232,False,boa,True,sem banco
34235,False,boa,True,sem banco
34664,False,ruim,False,nuvem ou imagem inadequada
34665,False,ruim,False,nuvem ou imagem inadequada
34666,False,boa,True,sem banco
34675,False,boa,True,sem banco
34676,False,boa,True,sem banco
34677,False,boa,True,sem banco
34680,False,boa,True,sem banco
35110,False,ruim,False,nuvem ou imagem inadequada
35111,False,ruim,False,nuvem ou imagem inadequada
35123,False,boa,True,sem banco
35124,False,boa,True,sem banco
35125,False,boa,True,sem banco
35556,False,ruim,False,nuvem ou imagem inadequada
35557,False,boa,True,sem banco
36001,False,ruim,False,nuvem ou imagem inadequada
36002,False,boa,True,sem banco
36446,False,boa,True,sem banco
36447,False,ruim,False,nuvem ou imagem inadequada
36891,False,ruim,False,nuvem ou imagem inadequada
36892,False,ruim,False,nuvem ou imagem inadequada
36893,False,boa,True,sem banco
37336,False,ruim,False,nuvem ou imagem inadequada
37337,False,boa,True,sem banco
37338,False,ruim,False,nuvem ou imagem inadequada
37781,False,ruim,False,nuvem ou imagem inadequada
37782,False,ruim,False,nuvem ou imagem inadequada
37783,False,ruim,False,nuvem ou imagem inadequada
38226,True,boa,True,banco evidente
38227,False,ruim,False,nuvem ou imagem inadequada
38228,False,boa,True,sem banco
38671,False,ruim,False,nuvem ou imagem inadequada
38672,False,ruim,False,nuvem ou imagem inadequada
38673,False,boa,True,sem banco
39116,False,boa,True,sem banco
39117,False,boa,True,sem banco
39118,False,ruim,False,nuvem ou imagem inadequada
39560,False,ruim,False,nuvem ou imagem inadequada
39561,False,ruim,False,nuvem ou imagem inadequada
39562,False,ruim,False,nuvem ou imagem inadequada
39563,False,ruim,False,nuvem ou imagem inadequada
40005,True,boa,True,banco evidente
40006,False,ruim,False,nuvem ou imagem inadequada
40007,False,ruim,False,nuvem ou imagem inadequada
40008,False,ruim,False,nuvem ou imagem inadequada
40450,False,boa,True,sem banco
40451,False,ruim,False,nuvem ou imagem inadequada
40452,False,ruim,False,nuvem ou imagem inadequada
40453,False,ruim,False,nuvem ou imagem inadequada
40895,False,boa,True,sem banco
40896,False,ruim,False,nuvem ou imagem inadequada
40897,False,boa,True,sem banco
40898,False,boa,True,sem banco
41341,False,ruim,False,nuvem ou imagem inadequada
41342,True,boa,True,banco evidente
41343,False,ruim,False,nuvem ou imagem inadequada
41786,False,boa,True,sem banco
41787,False,ruim,False,nuvem ou imagem inadequada
42232,False,boa,True,sem banco
42233,False,ruim,False,nuvem ou imagem inadequada
42678,False,boa,True,sem banco
43124,False,boa,True,sem banco
43125,False,boa,True,sem banco
43570,False,boa,True,sem banco
43571,False,ruim,False,nuvem ou imagem inadequada
44015,False,boa,True,sem banco
44016,False,ruim,False,nuvem ou imagem inadequada
44017,False,ruim,False,nuvem ou imagem inadequada
44461,False,ruim,False,nuvem ou imagem inadequada
44462,False,ruim,False,nuvem ou imagem inadequada
44463,False,ruim,False,nuvem ou imagem inadequada
44906,False,boa,True,sem banco
44907,False,ruim,False,nuvem ou imagem inadequada
45352,False,ruim,False,nuvem ou imagem inadequada
45354,False,boa,True,sem banco
45795,False,boa,True,sem banco
45796,False,boa,True,sem banco
45797,False,boa,True,sem banco
45798,False,boa,True,sem banco
46240,False,ruim,False,nuvem ou imagem inadequada
46241,False,ruim,False,nuvem ou imagem inadequada
46242,False,ruim,False,nuvem ou imagem inadequada
46243,False,boa,True,sem banco
46685,False,ruim,False,nuvem ou imagem inadequada
46686,False,ruim,False,nuvem ou imagem inadequada
46687,False,ruim,False,nuvem ou imagem inadequada
47130,False,boa,True,sem banco
47131,False,ruim,False,nuvem ou imagem inadequada
47574,False,ruim,False,nuvem ou imagem inadequada
47575,False,ruim,False,nuvem ou imagem inadequada
47576,False,ruim,False,nuvem ou imagem inadequada
48019,False,boa,True,sem banco
48020,False,ruim,False,nuvem ou imagem inadequada
48021,False,ruim,False,nuvem ou imagem inadequada
48465,False,ruim,False,nuvem ou imagem inadequada
48466,False,ruim,False,nuvem ou imagem inadequada
48911,False,ruim,False,nuvem ou imagem inadequada
48912,False,ruim,False,nuvem ou imagem inadequada
49357,False,ruim,False,nuvem ou imagem inadequada
49799,False,boa,True,sem banco
49800,False,ruim,False,nuvem ou imagem inadequada
49801,True,boa,True,banco evidente
49802,False,ruim,False,nuvem ou imagem inadequada
49803,False,boa,True,sem banco
50244,True,boa,True,banco evidente
50245,False,ruim,False,nuvem ou imagem inadequada
50246,False,ruim,False,nuvem ou imagem inadequada
50247,False,ruim,False,nuvem ou imagem inadequada
50248,False,ruim,False,nuvem ou imagem inadequada
50689,False,ruim,False,nuvem ou imagem inadequada
50690,False,ruim,False,nuvem ou imagem inadequada
51135,False,ruim,False,nuvem ou imagem inadequada
51136,False,ruim,False,nuvem ou imagem inadequada
51580,False,ruim,False,nuvem ou imagem inadequada
51581,False,ruim,False,nuvem ou imagem inadequada
51582,False,ruim,False,nuvem ou imagem inadequada
52025,False,ruim,False,nuvem ou imagem inadequada
52026,False,ruim,False,nuvem ou imagem inadequada
52027,False,ruim,False,nuvem ou imagem inadequada
52471,False,ruim,False,nuvem ou imagem inadequada
52472,False,ruim,False,nuvem ou imagem inadequada
52473,False,ruim,False,nuvem ou imagem inadequada
52917,False,ruim,False,nuvem ou imagem inadequada
52918,False,ruim,False,nuvem ou imagem inadequada
53363,False,ruim,False,nuvem ou imagem inadequada
53364,False,ruim,False,nuvem ou imagem inadequada
53809,False,ruim,False,nuvem ou imagem inadequada
53810,False,ruim,False,nuvem ou imagem inadequada
54254,False,boa,True,sem banco
54255,False,ruim,False,nuvem ou imagem inadequada
54256,False,ruim,False,nuvem ou imagem inadequada
54699,False,ruim,False,nuvem ou imagem inadequada
54700,False,ruim,False,nuvem ou imagem inadequada
54701,False,ruim,False,nuvem ou imagem inadequada
54702,False,ruim,False,nuvem ou imagem inadequada
55144,False,ruim,False,nuvem ou imagem inadequada
55145,False,ruim,False,nuvem ou imagem inadequada
55146,False,ruim,False,nuvem ou imagem inadequada
55147,False,ruim,False,nuvem ou imagem inadequada
55586,False,ruim,False,nuvem ou imagem inadequada
55587,False,ruim,False,nuvem ou imagem inadequada
55588,False,ruim,False,nuvem ou imagem inadequada
55589,False,ruim,False,nuvem ou imagem inadequada
55590,False,ruim,False,nuvem ou imagem inadequada
55591,False,ruim,False,nuvem ou imagem inadequada
55592,False,boa,True,sem banco
56030,False,ruim,False,nuvem ou imagem inadequada
56031,False,ruim,False,nuvem ou imagem inadequada
56032,False,ruim,False,nuvem ou imagem inadequada
56033,False,ruim,False,nuvem ou imagem inadequada
56034,False,ruim,False,nuvem ou imagem inadequada
56035,False,ruim,False,nuvem ou imagem inadequada
56036,False,ruim,False,nuvem ou imagem inadequada
56038,False,boa,True,sem banco
56475,True,boa,True,banco evidente
56476,False,ruim,False,nuvem ou imagem inadequada
56477,False,ruim,False,nuvem ou imagem inadequada
56478,False,ruim,False,nuvem ou imagem inadequada
56479,False,ruim,False,nuvem ou imagem inadequada
56480,False,ruim,False,nuvem ou imagem inadequada
56481,False,boa,True,sem banco
56921,False,ruim,False,nuvem ou imagem inadequada
56922,False,ruim,False,nuvem ou imagem inadequada
56923,False,ruim,False,nuvem ou imagem inadequada
56924,False,ruim,False,nuvem ou imagem inadequada
56925,False,ruim,False,nuvem ou imagem inadequada
56926,False,boa,True,sem banco
56927,False,boa,True,sem banco
57366,False,boa,True,sem banco
57367,False,ruim,False,nuvem ou imagem inadequada
57368,False,ruim,False,nuvem ou imagem inadequada
57369,True,boa,True,banco evidente
57803,False,ruim,False,nuvem ou imagem inadequada
57804,False,ruim,False,nuvem ou imagem inadequada
57805,False,boa,True,sem banco
57806,False,boa,True,sem banco
57810,False,boa,True,sem banco
57811,False,ruim,False,nuvem ou imagem inadequada
57812,False,ruim,False,nuvem ou imagem inadequada
57813,False,ruim,False,nuvem ou imagem inadequada
58247,False,boa,True,sem banco
58248,False,ruim,False,nuvem ou imagem inadequada
58249,False,ruim,False,nuvem ou imagem inadequada
58250,False,boa,True,sem banco
58252,False,boa,True,sem banco
58253,False,ruim,False,nuvem ou imagem inadequada
58254,False,ruim,False,nuvem ou imagem inadequada
58255,False,ruim,False,nuvem ou imagem inadequada
58256,False,ruim,False,nuvem ou imagem inadequada
58257,False,ruim,False,nuvem ou imagem inadequada
58258,False,ruim,False,nuvem ou imagem inadequada
58259,False,ruim,False,nuvem ou imagem inadequada
58691,False,boa,True,sem banco
58692,False,ruim,False,nuvem ou imagem inadequada
58693,False,ruim,False,nuvem ou imagem inadequada
58694,False,ruim,False,nuvem ou imagem inadequada
58695,False,ruim,False,nuvem ou imagem inadequada
58696,False,boa,True,sem banco
58697,False,boa,True,sem banco
58702,False,boa,True,sem banco
58703,False,ruim,False,nuvem ou imagem inadequada
59133,False,boa,True,sem banco
59134,False,ruim,False,nuvem ou imagem inadequada
59135,False,ruim,False,nuvem ou imagem inadequada
59136,False,ruim,False,nuvem ou imagem inadequada
59137,False,ruim,False,nuvem ou imagem inadequada
59138,False,ruim,False,nuvem ou imagem inadequada
59139,False,ruim,False,nuvem ou imagem inadequada
59140,False,boa,True,sem banco
59141,False,boa,True,sem banco
59142,False,boa,True,sem banco
59143,False,boa,True,sem banco
59144,False,ruim,False,nuvem ou imagem inadequada
59145,False,ruim,False,nuvem ou imagem inadequada
59146,True,boa,True,banco evidente
59147,False,ruim,False,nuvem ou imagem inadequada
59148,False,ruim,False,nuvem ou imagem inadequada
59579,False,ruim,False,nuvem ou imagem inadequada
59580,False,ruim,False,nuvem ou imagem inadequada
59581,False,ruim,False,nuvem ou imagem inadequada
59582,False,ruim,False,nuvem ou imagem inadequada
60025,False,ruim,False,nuvem ou imagem inadequada
60026,False,ruim,False,nuvem ou imagem inadequada
60470,False,ruim,False,nuvem ou imagem inadequada
60471,False,ruim,False,nuvem ou imagem inadequada
60472,False,ruim,False,nuvem ou imagem inadequada
60915,False,boa,True,sem banco
60916,False,ruim,False,nuvem ou imagem inadequada
60917,False,ruim,False,nuvem ou imagem inadequada
61360,False,ruim,False,nuvem ou imagem inadequada
61361,False,ruim,False,nuvem ou imagem inadequada
61362,False,ruim,False,nuvem ou imagem inadequada
61805,False,ruim,False,nuvem ou imagem inadequada
61806,False,ruim,False,nuvem ou imagem inadequada
61807,False,ruim,False,nuvem ou imagem inadequada
62251,False,boa,True,sem banco
62252,False,ruim,False,nuvem ou imagem inadequada
62253,False,ruim,False,nuvem ou imagem inadequada
62697,False,ruim,False,nuvem ou imagem inadequada
62698,False,ruim,False,nuvem ou imagem inadequada
62699,False,ruim,False,nuvem ou imagem inadequada
63143,False,ruim,False,nuvem ou imagem inadequada
63144,False,ruim,False,nuvem ou imagem inadequada
63145,False,ruim,False,nuvem ou imagem inadequada
63589,False,ruim,False,nuvem ou imagem inadequada
63590,False,ruim,False,nuvem ou imagem inadequada
64026,False,boa,True,sem banco
64027,False,ruim,False,nuvem ou imagem inadequada
64028,False,ruim,False,nuvem ou imagem inadequada
64029,False,ruim,False,nuvem ou imagem inadequada
64030,True,boa,True,banco evidente
64031,False,ruim,False,nuvem ou imagem inadequada
64032,False,boa,True,sem banco
64034,False,ruim,False,nuvem ou imagem inadequada
64035,False,ruim,False,nuvem ou imagem inadequada
64471,False,boa,True,sem banco
64472,False,ruim,False,nuvem ou imagem inadequada
64473,False,ruim,False,nuvem ou imagem inadequada
64474,False,ruim,False,nuvem ou imagem inadequada
64475,False,ruim,False,nuvem ou imagem inadequada
64476,False,ruim,False,nuvem ou imagem inadequada
64477,False,ruim,False,nuvem ou imagem inadequada
64478,False,ruim,False,nuvem ou imagem inadequada
64479,False,ruim,False,nuvem ou imagem inadequada
64480,False,ruim,False,nuvem ou imagem inadequada
64916,False,boa,True,sem banco
64917,False,ruim,False,nuvem ou imagem inadequada
64918,False,ruim,False,nuvem ou imagem inadequada
64921,False,boa,True,sem banco
64922,False,ruim,False,nuvem ou imagem inadequada
64923,False,ruim,False,nuvem ou imagem inadequada
64924,False,ruim,False,nuvem ou imagem inadequada
65360,False,boa,True,sem banco
65361,False,ruim,False,nuvem ou imagem inadequada
65362,False,ruim,False,nuvem ou imagem inadequada
65363,False,ruim,False,nuvem ou imagem inadequada
65805,False,boa,True,sem banco
65806,False,ruim,False,nuvem ou imagem inadequada
65807,False,ruim,False,nuvem ou imagem inadequada
65808,False,ruim,False,nuvem ou imagem inadequada
66247,False,boa,True,sem banco
66248,False,ruim,False,nuvem ou imagem inadequada
66249,False,boa,True,sem banco
66250,False,ruim,False,nuvem ou imagem inadequada
66251,False,ruim,False,nuvem ou imagem inadequada
66252,False,ruim,False,nuvem ou imagem inadequada
66253,False,boa,True,sem banco
66692,False,ruim,False,nuvem ou imagem inadequada
66693,False,ruim,False,nuvem ou imagem inadequada
66694,False,ruim,False,nuvem ou imagem inadequada
66695,False,ruim,False,nuvem ou imagem inadequada
67138,False,ruim,False,nuvem ou imagem inadequada
67583,False,ruim,False,nuvem ou imagem inadequada
67584,False,ruim,False,nuvem ou imagem inadequada
67585,False,ruim,False,nuvem ou imagem inadequada
68028,False,ruim,False,nuvem ou imagem inadequada
68029,False,ruim,False,nuvem ou imagem inadequada
68030,False,ruim,False,nuvem ou imagem inadequada
68472,False,ruim,False,nuvem ou imagem inadequada
68473,False,ruim,False,nuvem ou imagem inadequada
68474,False,ruim,False,nuvem ou imagem inadequada
68914,False,boa,True,sem banco
68915,False,boa,True,sem banco
68916,False,ruim,False,nuvem ou imagem inadequada
68917,False,ruim,False,nuvem ou imagem inadequada
69353,False,ruim,False,nuvem ou imagem inadequada
69354,False,ruim,False,nuvem ou imagem inadequada
69355,False,ruim,False,nuvem ou imagem inadequada
69359,False,ruim,False,nuvem ou imagem inadequada
69360,False,ruim,False,nuvem ou imagem inadequada
69796,False,boa,True,sem banco
69797,False,boa,True,sem banco
69798,False,ruim,False,nuvem ou imagem inadequada
69799,False,ruim,False,nuvem ou imagem inadequada
69800,False,ruim,False,nuvem ou imagem inadequada
69801,False,ruim,False,nuvem ou imagem inadequada
69802,False,boa,True,sem banco
69803,False,boa,True,sem banco
69805,False,ruim,False,nuvem ou imagem inadequada
70241,False,ruim,False,nuvem ou imagem inadequada
70243,False,ruim,False,nuvem ou imagem inadequada
70244,False,boa,True,sem banco
70245,False,ruim,False,nuvem ou imagem inadequada
70246,True,boa,True,banco evidente
70685,False,boa,True,sem banco
70686,False,ruim,False,nuvem ou imagem inadequada
70688,False,ruim,False,nuvem ou imagem inadequada
70689,False,ruim,False,nuvem ou imagem inadequada
71131,False,ruim,False,nuvem ou imagem inadequada
71133,False,ruim,False,nuvem ou imagem inadequada
71134,False,ruim,False,nuvem ou imagem inadequada
71576,False,boa,True,sem banco
71579,False,ruim,False,nuvem ou imagem inadequada
72022,False,ruim,False,nuvem ou imagem inadequada
72024,False,ruim,False,nuvem ou imagem inadequada
72025,False,ruim,False,nuvem ou imagem inadequada
72468,False,ruim,False,nuvem ou imagem inadequada
72469,False,ruim,False,nuvem ou imagem inadequada
72470,False,ruim,False,nuvem ou imagem inadequada
72914,False,ruim,False,nuvem ou imagem inadequada
72915,False,ruim,False,nuvem ou imagem inadequada
72916,False,ruim,False,nuvem ou imagem inadequada
73360,False,ruim,False,nuvem ou imagem inadequada
73361,False,ruim,False,nuvem ou imagem inadequada
73805,False,ruim,False,nuvem ou imagem inadequada
73806,False,ruim,False,nuvem ou imagem inadequada
73807,False,ruim,False,nuvem ou imagem inadequada
74251,False,ruim,False,nuvem ou imagem inadequada
74252,False,boa,True,sem banco
74253,False,ruim,False,nuvem ou imagem inadequada
74696,False,ruim,False,nuvem ou imagem inadequada
74697,False,ruim,False,nuvem ou imagem inadequada
